"Date","Stream flow","Tested","Stages"
"1954-08-26",733,"A","Not a Flood Stage"
"1954-08-27",572,"A","Not a Flood Stage"
"1954-08-28",275,"A","Not a Flood Stage"
"1954-08-29",167,"A","Not a Flood Stage"
"1954-08-30",138,"A","Not a Flood Stage"
"1954-08-31",157,"A","Not a Flood Stage"
"1954-09-01",129,"A","Not a Flood Stage"
"1954-09-02",97,"A","Not a Flood Stage"
"1954-09-03",72,"A","Not a Flood Stage"
"1954-09-04",56,"A","Not a Flood Stage"
"1954-09-05",42,"A","Not a Flood Stage"
"1954-09-06",34,"A","Not a Flood Stage"
"1954-09-07",28,"A","Not a Flood Stage"
"1954-09-08",27,"A","Not a Flood Stage"
"1954-09-09",25,"A","Not a Flood Stage"
"1954-09-10",22,"A","Not a Flood Stage"
"1954-09-11",24,"A","Not a Flood Stage"
"1954-09-12",39,"A","Not a Flood Stage"
"1954-09-13",27,"A","Not a Flood Stage"
"1954-09-14",26,"A","Not a Flood Stage"
"1954-09-15",17,"A","Not a Flood Stage"
"1954-09-16",14,"A","Not a Flood Stage"
"1954-09-17",12,"A","Not a Flood Stage"
"1954-09-18",10,"A","Not a Flood Stage"
"1954-09-19",21,"A","Not a Flood Stage"
"1954-09-20",42,"A","Not a Flood Stage"
"1954-09-21",39,"A","Not a Flood Stage"
"1954-09-22",37,"A","Not a Flood Stage"
"1954-09-23",29,"A","Not a Flood Stage"
"1954-09-24",22,"A","Not a Flood Stage"
"1954-09-25",18,"A","Not a Flood Stage"
"1954-09-26",16,"A","Not a Flood Stage"
"1954-09-27",14,"A","Not a Flood Stage"
"1954-09-28",12,"A","Not a Flood Stage"
"1954-09-29",11,"A","Not a Flood Stage"
"1954-09-30",11,"A","Not a Flood Stage"
"1954-10-01",13,"A","Not a Flood Stage"
"1954-10-02",23,"A","Not a Flood Stage"
"1954-10-03",26,"A","Not a Flood Stage"
"1954-10-04",26,"A","Not a Flood Stage"
"1954-10-05",24,"A","Not a Flood Stage"
"1954-10-06",34,"A","Not a Flood Stage"
"1954-10-07",43,"A","Not a Flood Stage"
"1954-10-08",32,"A","Not a Flood Stage"
"1954-10-09",27,"A","Not a Flood Stage"
"1954-10-10",25,"A","Not a Flood Stage"
"1954-10-11",23,"A","Not a Flood Stage"
"1954-10-12",20,"A","Not a Flood Stage"
"1954-10-13",18,"A","Not a Flood Stage"
"1954-10-14",16,"A","Not a Flood Stage"
"1954-10-15",848,"A","Not a Flood Stage"
"1954-10-16",1500,"A","Action Flood stage"
"1954-10-17",657,"A","Not a Flood Stage"
"1954-10-18",226,"A","Not a Flood Stage"
"1954-10-19",144,"A","Not a Flood Stage"
"1954-10-20",112,"A","Not a Flood Stage"
"1954-10-21",88,"A","Not a Flood Stage"
"1954-10-22",71,"A","Not a Flood Stage"
"1954-10-23",59,"A","Not a Flood Stage"
"1954-10-24",50,"A","Not a Flood Stage"
"1954-10-25",43,"A","Not a Flood Stage"
"1954-10-26",40,"A","Not a Flood Stage"
"1954-10-27",53,"A","Not a Flood Stage"
"1954-10-28",88,"A","Not a Flood Stage"
"1954-10-29",124,"A","Not a Flood Stage"
"1954-10-30",182,"A","Not a Flood Stage"
"1954-10-31",176,"A","Not a Flood Stage"
"1954-11-01",142,"A","Not a Flood Stage"
"1954-11-02",114,"A","Not a Flood Stage"
"1954-11-03",95,"A","Not a Flood Stage"
"1954-11-04",80,"A","Not a Flood Stage"
"1954-11-05",74,"A","Not a Flood Stage"
"1954-11-06",68,"A","Not a Flood Stage"
"1954-11-07",67,"A","Not a Flood Stage"
"1954-11-08",63,"A","Not a Flood Stage"
"1954-11-09",58,"A","Not a Flood Stage"
"1954-11-10",53,"A","Not a Flood Stage"
"1954-11-11",48,"A","Not a Flood Stage"
"1954-11-12",45,"A","Not a Flood Stage"
"1954-11-13",42,"A","Not a Flood Stage"
"1954-11-14",40,"A","Not a Flood Stage"
"1954-11-15",37,"A","Not a Flood Stage"
"1954-11-16",34,"A","Not a Flood Stage"
"1954-11-17",34,"A","Not a Flood Stage"
"1954-11-18",34,"A","Not a Flood Stage"
"1954-11-19",32,"A","Not a Flood Stage"
"1954-11-20",40,"A","Not a Flood Stage"
"1954-11-21",43,"A","Not a Flood Stage"
"1954-11-22",46,"A","Not a Flood Stage"
"1954-11-23",44,"A","Not a Flood Stage"
"1954-11-24",44,"A","Not a Flood Stage"
"1954-11-25",51,"A","Not a Flood Stage"
"1954-11-26",53,"A","Not a Flood Stage"
"1954-11-27",53,"A","Not a Flood Stage"
"1954-11-28",65,"A","Not a Flood Stage"
"1954-11-29",122,"A","Not a Flood Stage"
"1954-11-30",164,"A","Not a Flood Stage"
"1954-12-01",152,"A","Not a Flood Stage"
"1954-12-02",131,"A","Not a Flood Stage"
"1954-12-03",108,"A","Not a Flood Stage"
"1954-12-04",92,"A","Not a Flood Stage"
"1954-12-05",80,"A","Not a Flood Stage"
"1954-12-06",65,"A","Not a Flood Stage"
"1954-12-07",53,"A","Not a Flood Stage"
"1954-12-08",45,"A","Not a Flood Stage"
"1954-12-09",59,"A","Not a Flood Stage"
"1954-12-10",97,"A","Not a Flood Stage"
"1954-12-11",97,"A","Not a Flood Stage"
"1954-12-12",76,"A","Not a Flood Stage"
"1954-12-13",72,"A","Not a Flood Stage"
"1954-12-14",76,"A","Not a Flood Stage"
"1954-12-15",140,"A","Not a Flood Stage"
"1954-12-16",176,"A","Not a Flood Stage"
"1954-12-17",160,"A","Not a Flood Stage"
"1954-12-18",415,"A","Not a Flood Stage"
"1954-12-19",482,"A","Not a Flood Stage"
"1954-12-20",271,"A","Not a Flood Stage"
"1954-12-21",173,"A","Not a Flood Stage"
"1954-12-22",131,"A","Not a Flood Stage"
"1954-12-23",114,"A","Not a Flood Stage"
"1954-12-24",110,"A","Not a Flood Stage"
"1954-12-25",98,"A","Not a Flood Stage"
"1954-12-26",86,"A","Not a Flood Stage"
"1954-12-27",82,"A","Not a Flood Stage"
"1954-12-28",88,"A","Not a Flood Stage"
"1954-12-29",330,"A","Not a Flood Stage"
"1954-12-30",1500,"A","Action Flood stage"
"1954-12-31",733,"A","Not a Flood Stage"
"1955-01-01",324,"A","Not a Flood Stage"
"1955-01-02",235,"A","Not a Flood Stage"
"1955-01-03",181,"A","Not a Flood Stage"
"1955-01-04",153,"A","Not a Flood Stage"
"1955-01-05",135,"A","Not a Flood Stage"
"1955-01-06",200,"A","Not a Flood Stage"
"1955-01-07",246,"A","Not a Flood Stage"
"1955-01-08",194,"A","Not a Flood Stage"
"1955-01-09",164,"A","Not a Flood Stage"
"1955-01-10",138,"A","Not a Flood Stage"
"1955-01-11",118,"A","Not a Flood Stage"
"1955-01-12",103,"A","Not a Flood Stage"
"1955-01-13",95,"A","Not a Flood Stage"
"1955-01-14",81,"A","Not a Flood Stage"
"1955-01-15",79,"A","Not a Flood Stage"
"1955-01-16",71,"A","Not a Flood Stage"
"1955-01-17",64,"A","Not a Flood Stage"
"1955-01-18",53,"A","Not a Flood Stage"
"1955-01-19",56,"A","Not a Flood Stage"
"1955-01-20",48,"A","Not a Flood Stage"
"1955-01-21",44,"A","Not a Flood Stage"
"1955-01-22",53,"A","Not a Flood Stage"
"1955-01-23",53,"A","Not a Flood Stage"
"1955-01-24",43,"A","Not a Flood Stage"
"1955-01-25",44,"A","Not a Flood Stage"
"1955-01-26",41,"A","Not a Flood Stage"
"1955-01-27",39,"A","Not a Flood Stage"
"1955-01-28",24,"A","Not a Flood Stage"
"1955-01-29",36,"A","Not a Flood Stage"
"1955-01-30",32,"A","Not a Flood Stage"
"1955-01-31",32,"A","Not a Flood Stage"
"1955-02-01",40,"A","Not a Flood Stage"
"1955-02-02",70,"A","Not a Flood Stage"
"1955-02-03",60,"A","Not a Flood Stage"
"1955-02-04",50,"A","Not a Flood Stage"
"1955-02-05",70,"A","Not a Flood Stage"
"1955-02-06",501,"A","Not a Flood Stage"
"1955-02-07",1170,"A","Not a Flood Stage"
"1955-02-08",628,"A","Not a Flood Stage"
"1955-02-09",302,"A","Not a Flood Stage"
"1955-02-10",250,"A","Not a Flood Stage"
"1955-02-11",306,"A","Not a Flood Stage"
"1955-02-12",254,"A","Not a Flood Stage"
"1955-02-13",184,"A","Not a Flood Stage"
"1955-02-14",145,"A","Not a Flood Stage"
"1955-02-15",132,"A","Not a Flood Stage"
"1955-02-16",139,"A","Not a Flood Stage"
"1955-02-17",302,"A","Not a Flood Stage"
"1955-02-18",269,"A","Not a Flood Stage"
"1955-02-19",232,"A","Not a Flood Stage"
"1955-02-20",235,"A","Not a Flood Stage"
"1955-02-21",254,"A","Not a Flood Stage"
"1955-02-22",302,"A","Not a Flood Stage"
"1955-02-23",448,"A","Not a Flood Stage"
"1955-02-24",347,"A","Not a Flood Stage"
"1955-02-25",239,"A","Not a Flood Stage"
"1955-02-26",181,"A","Not a Flood Stage"
"1955-02-27",178,"A","Not a Flood Stage"
"1955-02-28",204,"A","Not a Flood Stage"
"1955-03-01",1070,"A","Not a Flood Stage"
"1955-03-02",852,"A","Not a Flood Stage"
"1955-03-03",406,"A","Not a Flood Stage"
"1955-03-04",454,"A","Not a Flood Stage"
"1955-03-05",1290,"A","Action Flood stage"
"1955-03-06",860,"A","Not a Flood Stage"
"1955-03-07",512,"A","Not a Flood Stage"
"1955-03-08",328,"A","Not a Flood Stage"
"1955-03-09",262,"A","Not a Flood Stage"
"1955-03-10",228,"A","Not a Flood Stage"
"1955-03-11",262,"A","Not a Flood Stage"
"1955-03-12",277,"A","Not a Flood Stage"
"1955-03-13",254,"A","Not a Flood Stage"
"1955-03-14",210,"A","Not a Flood Stage"
"1955-03-15",172,"A","Not a Flood Stage"
"1955-03-16",178,"A","Not a Flood Stage"
"1955-03-17",164,"A","Not a Flood Stage"
"1955-03-18",156,"A","Not a Flood Stage"
"1955-03-19",140,"A","Not a Flood Stage"
"1955-03-20",138,"A","Not a Flood Stage"
"1955-03-21",322,"A","Not a Flood Stage"
"1955-03-22",597,"A","Not a Flood Stage"
"1955-03-23",426,"A","Not a Flood Stage"
"1955-03-24",258,"A","Not a Flood Stage"
"1955-03-25",184,"A","Not a Flood Stage"
"1955-03-26",150,"A","Not a Flood Stage"
"1955-03-27",114,"A","Not a Flood Stage"
"1955-03-28",95,"A","Not a Flood Stage"
"1955-03-29",86,"A","Not a Flood Stage"
"1955-03-30",74,"A","Not a Flood Stage"
"1955-03-31",65,"A","Not a Flood Stage"
"1955-04-01",62,"A","Not a Flood Stage"
"1955-04-02",58,"A","Not a Flood Stage"
"1955-04-03",54,"A","Not a Flood Stage"
"1955-04-04",50,"A","Not a Flood Stage"
"1955-04-05",44,"A","Not a Flood Stage"
"1955-04-06",46,"A","Not a Flood Stage"
"1955-04-07",50,"A","Not a Flood Stage"
"1955-04-08",42,"A","Not a Flood Stage"
"1955-04-09",38,"A","Not a Flood Stage"
"1955-04-10",35,"A","Not a Flood Stage"
"1955-04-11",35,"A","Not a Flood Stage"
"1955-04-12",40,"A","Not a Flood Stage"
"1955-04-13",38,"A","Not a Flood Stage"
"1955-04-14",43,"A","Not a Flood Stage"
"1955-04-15",67,"A","Not a Flood Stage"
"1955-04-16",76,"A","Not a Flood Stage"
"1955-04-17",73,"A","Not a Flood Stage"
"1955-04-18",67,"A","Not a Flood Stage"
"1955-04-19",64,"A","Not a Flood Stage"
"1955-04-20",65,"A","Not a Flood Stage"
"1955-04-21",90,"A","Not a Flood Stage"
"1955-04-22",138,"A","Not a Flood Stage"
"1955-04-23",116,"A","Not a Flood Stage"
"1955-04-24",121,"A","Not a Flood Stage"
"1955-04-25",319,"A","Not a Flood Stage"
"1955-04-26",411,"A","Not a Flood Stage"
"1955-04-27",395,"A","Not a Flood Stage"
"1955-04-28",269,"A","Not a Flood Stage"
"1955-04-29",188,"A","Not a Flood Stage"
"1955-04-30",140,"A","Not a Flood Stage"
"1955-05-01",105,"A","Not a Flood Stage"
"1955-05-02",86,"A","Not a Flood Stage"
"1955-05-03",71,"A","Not a Flood Stage"
"1955-05-04",68,"A","Not a Flood Stage"
"1955-05-05",60,"A","Not a Flood Stage"
"1955-05-06",52,"A","Not a Flood Stage"
"1955-05-07",45,"A","Not a Flood Stage"
"1955-05-08",42,"A","Not a Flood Stage"
"1955-05-09",37,"A","Not a Flood Stage"
"1955-05-10",34,"A","Not a Flood Stage"
"1955-05-11",44,"A","Not a Flood Stage"
"1955-05-12",58,"A","Not a Flood Stage"
"1955-05-13",86,"A","Not a Flood Stage"
"1955-05-14",277,"A","Not a Flood Stage"
"1955-05-15",192,"A","Not a Flood Stage"
"1955-05-16",122,"A","Not a Flood Stage"
"1955-05-17",86,"A","Not a Flood Stage"
"1955-05-18",65,"A","Not a Flood Stage"
"1955-05-19",52,"A","Not a Flood Stage"
"1955-05-20",47,"A","Not a Flood Stage"
"1955-05-21",42,"A","Not a Flood Stage"
"1955-05-22",34,"A","Not a Flood Stage"
"1955-05-23",30,"A","Not a Flood Stage"
"1955-05-24",27,"A","Not a Flood Stage"
"1955-05-25",25,"A","Not a Flood Stage"
"1955-05-26",24,"A","Not a Flood Stage"
"1955-05-27",22,"A","Not a Flood Stage"
"1955-05-28",20,"A","Not a Flood Stage"
"1955-05-29",19,"A","Not a Flood Stage"
"1955-05-30",19,"A","Not a Flood Stage"
"1955-05-31",18,"A","Not a Flood Stage"
"1955-06-01",17,"A","Not a Flood Stage"
"1955-06-02",15,"A","Not a Flood Stage"
"1955-06-03",13,"A","Not a Flood Stage"
"1955-06-04",12,"A","Not a Flood Stage"
"1955-06-05",11,"A","Not a Flood Stage"
"1955-06-06",9.9,"A","Not a Flood Stage"
"1955-06-07",17,"A","Not a Flood Stage"
"1955-06-08",86,"A","Not a Flood Stage"
"1955-06-09",72,"A","Not a Flood Stage"
"1955-06-10",45,"A","Not a Flood Stage"
"1955-06-11",86,"A","Not a Flood Stage"
"1955-06-12",182,"A","Not a Flood Stage"
"1955-06-13",160,"A","Not a Flood Stage"
"1955-06-14",127,"A","Not a Flood Stage"
"1955-06-15",98,"A","Not a Flood Stage"
"1955-06-16",74,"A","Not a Flood Stage"
"1955-06-17",54,"A","Not a Flood Stage"
"1955-06-18",41,"A","Not a Flood Stage"
"1955-06-19",31,"A","Not a Flood Stage"
"1955-06-20",27,"A","Not a Flood Stage"
"1955-06-21",24,"A","Not a Flood Stage"
"1955-06-22",20,"A","Not a Flood Stage"
"1955-06-23",17,"A","Not a Flood Stage"
"1955-06-24",16,"A","Not a Flood Stage"
"1955-06-25",15,"A","Not a Flood Stage"
"1955-06-26",17,"A","Not a Flood Stage"
"1955-06-27",18,"A","Not a Flood Stage"
"1955-06-28",15,"A","Not a Flood Stage"
"1955-06-29",13,"A","Not a Flood Stage"
"1955-06-30",10,"A","Not a Flood Stage"
"1955-07-01",7.2,"A","Not a Flood Stage"
"1955-07-02",7.2,"A","Not a Flood Stage"
"1955-07-03",7.2,"A","Not a Flood Stage"
"1955-07-04",8,"A","Not a Flood Stage"
"1955-07-05",6.3,"A","Not a Flood Stage"
"1955-07-06",7.2,"A","Not a Flood Stage"
"1955-07-07",5.4,"A","Not a Flood Stage"
"1955-07-08",5.2,"A","Not a Flood Stage"
"1955-07-09",5.2,"A","Not a Flood Stage"
"1955-07-10",16,"A","Not a Flood Stage"
"1955-07-11",13,"A","Not a Flood Stage"
"1955-07-12",9.1,"A","Not a Flood Stage"
"1955-07-13",6.3,"A","Not a Flood Stage"
"1955-07-14",5.2,"A","Not a Flood Stage"
"1955-07-15",4.6,"A","Not a Flood Stage"
"1955-07-16",5,"A","Not a Flood Stage"
"1955-07-17",3.2,"A","Not a Flood Stage"
"1955-07-18",5.4,"A","Not a Flood Stage"
"1955-07-19",5.9,"A","Not a Flood Stage"
"1955-07-20",3.9,"A","Not a Flood Stage"
"1955-07-21",3.2,"A","Not a Flood Stage"
"1955-07-22",2.9,"A","Not a Flood Stage"
"1955-07-23",3.7,"A","Not a Flood Stage"
"1955-07-24",17,"A","Not a Flood Stage"
"1955-07-25",23,"A","Not a Flood Stage"
"1955-07-26",19,"A","Not a Flood Stage"
"1955-07-27",12,"A","Not a Flood Stage"
"1955-07-28",9.1,"A","Not a Flood Stage"
"1955-07-29",6.5,"A","Not a Flood Stage"
"1955-07-30",5.9,"A","Not a Flood Stage"
"1955-07-31",4.1,"A","Not a Flood Stage"
"1955-08-01",4.5,"A","Not a Flood Stage"
"1955-08-02",3.1,"A","Not a Flood Stage"
"1955-08-03",3.7,"A","Not a Flood Stage"
"1955-08-04",3.1,"A","Not a Flood Stage"
"1955-08-05",7,"A","Not a Flood Stage"
"1955-08-06",4.7,"A","Not a Flood Stage"
"1955-08-07",9.3,"A","Not a Flood Stage"
"1955-08-08",14,"A","Not a Flood Stage"
"1955-08-09",9.9,"A","Not a Flood Stage"
"1955-08-10",6.3,"A","Not a Flood Stage"
"1955-08-11",7.2,"A","Not a Flood Stage"
"1955-08-12",5.2,"A","Not a Flood Stage"
"1955-08-13",94,"A","Not a Flood Stage"
"1955-08-14",64,"A","Not a Flood Stage"
"1955-08-15",44,"A","Not a Flood Stage"
"1955-08-16",31,"A","Not a Flood Stage"
"1955-08-17",24,"A","Not a Flood Stage"
"1955-08-18",34,"A","Not a Flood Stage"
"1955-08-19",41,"A","Not a Flood Stage"
"1955-08-20",32,"A","Not a Flood Stage"
"1955-08-21",25,"A","Not a Flood Stage"
"1955-08-22",24,"A","Not a Flood Stage"
"1955-08-23",29,"A","Not a Flood Stage"
"1955-08-24",26,"A","Not a Flood Stage"
"1955-08-25",20,"A","Not a Flood Stage"
"1955-08-26",16,"A","Not a Flood Stage"
"1955-08-27",13,"A","Not a Flood Stage"
"1955-08-28",11,"A","Not a Flood Stage"
"1955-08-29",9.5,"A","Not a Flood Stage"
"1955-08-30",8.7,"A","Not a Flood Stage"
"1955-08-31",8,"A","Not a Flood Stage"
"1955-09-01",6.8,"A","Not a Flood Stage"
"1955-09-02",6.3,"A","Not a Flood Stage"
"1955-09-03",5.4,"A","Not a Flood Stage"
"1955-09-04",4.8,"A","Not a Flood Stage"
"1955-09-05",4.5,"A","Not a Flood Stage"
"1955-09-06",4.3,"A","Not a Flood Stage"
"1955-09-07",4.3,"A","Not a Flood Stage"
"1955-09-08",3.9,"A","Not a Flood Stage"
"1955-09-09",3.6,"A","Not a Flood Stage"
"1955-09-10",3.4,"A","Not a Flood Stage"
"1955-09-11",3.2,"A","Not a Flood Stage"
"1955-09-12",5,"A","Not a Flood Stage"
"1955-09-13",5.4,"A","Not a Flood Stage"
"1955-09-14",4.3,"A","Not a Flood Stage"
"1955-09-15",3.4,"A","Not a Flood Stage"
"1955-09-16",3.2,"A","Not a Flood Stage"
"1955-09-17",2.9,"A","Not a Flood Stage"
"1955-09-18",2.7,"A","Not a Flood Stage"
"1955-09-19",2.6,"A","Not a Flood Stage"
"1955-09-20",2.6,"A","Not a Flood Stage"
"1955-09-21",2.4,"A","Not a Flood Stage"
"1955-09-22",2.3,"A","Not a Flood Stage"
"1955-09-23",4.2,"A","Not a Flood Stage"
"1955-09-24",26,"A","Not a Flood Stage"
"1955-09-25",20,"A","Not a Flood Stage"
"1955-09-26",15,"A","Not a Flood Stage"
"1955-09-27",9.9,"A","Not a Flood Stage"
"1955-09-28",8.3,"A","Not a Flood Stage"
"1955-09-29",6.3,"A","Not a Flood Stage"
"1955-09-30",5,"A","Not a Flood Stage"
"1955-10-01",4.6,"A","Not a Flood Stage"
"1955-10-02",4.5,"A","Not a Flood Stage"
"1955-10-03",4.1,"A","Not a Flood Stage"
"1955-10-04",4.1,"A","Not a Flood Stage"
"1955-10-05",3.6,"A","Not a Flood Stage"
"1955-10-06",3.9,"A","Not a Flood Stage"
"1955-10-07",12,"A","Not a Flood Stage"
"1955-10-08",31,"A","Not a Flood Stage"
"1955-10-09",28,"A","Not a Flood Stage"
"1955-10-10",19,"A","Not a Flood Stage"
"1955-10-11",15,"A","Not a Flood Stage"
"1955-10-12",10,"A","Not a Flood Stage"
"1955-10-13",13,"A","Not a Flood Stage"
"1955-10-14",32,"A","Not a Flood Stage"
"1955-10-15",42,"A","Not a Flood Stage"
"1955-10-16",37,"A","Not a Flood Stage"
"1955-10-17",32,"A","Not a Flood Stage"
"1955-10-18",34,"A","Not a Flood Stage"
"1955-10-19",37,"A","Not a Flood Stage"
"1955-10-20",41,"A","Not a Flood Stage"
"1955-10-21",42,"A","Not a Flood Stage"
"1955-10-22",35,"A","Not a Flood Stage"
"1955-10-23",28,"A","Not a Flood Stage"
"1955-10-24",27,"A","Not a Flood Stage"
"1955-10-25",27,"A","Not a Flood Stage"
"1955-10-26",26,"A","Not a Flood Stage"
"1955-10-27",22,"A","Not a Flood Stage"
"1955-10-28",20,"A","Not a Flood Stage"
"1955-10-29",18,"A","Not a Flood Stage"
"1955-10-30",18,"A","Not a Flood Stage"
"1955-10-31",17,"A","Not a Flood Stage"
"1955-11-01",16,"A","Not a Flood Stage"
"1955-11-02",15,"A","Not a Flood Stage"
"1955-11-03",16,"A","Not a Flood Stage"
"1955-11-04",15,"A","Not a Flood Stage"
"1955-11-05",15,"A","Not a Flood Stage"
"1955-11-06",13,"A","Not a Flood Stage"
"1955-11-07",11,"A","Not a Flood Stage"
"1955-11-08",11,"A","Not a Flood Stage"
"1955-11-09",11,"A","Not a Flood Stage"
"1955-11-10",12,"A","Not a Flood Stage"
"1955-11-11",12,"A","Not a Flood Stage"
"1955-11-12",12,"A","Not a Flood Stage"
"1955-11-13",13,"A","Not a Flood Stage"
"1955-11-14",15,"A","Not a Flood Stage"
"1955-11-15",18,"A","Not a Flood Stage"
"1955-11-16",46,"A","Not a Flood Stage"
"1955-11-17",118,"A","Not a Flood Stage"
"1955-11-18",104,"A","Not a Flood Stage"
"1955-11-19",100,"A","Not a Flood Stage"
"1955-11-20",99,"A","Not a Flood Stage"
"1955-11-21",95,"A","Not a Flood Stage"
"1955-11-22",118,"A","Not a Flood Stage"
"1955-11-23",135,"A","Not a Flood Stage"
"1955-11-24",141,"A","Not a Flood Stage"
"1955-11-25",122,"A","Not a Flood Stage"
"1955-11-26",99,"A","Not a Flood Stage"
"1955-11-27",79,"A","Not a Flood Stage"
"1955-11-28",68,"A","Not a Flood Stage"
"1955-11-29",54,"A","Not a Flood Stage"
"1955-11-30",46,"A","Not a Flood Stage"
"1955-12-01",41,"A","Not a Flood Stage"
"1955-12-02",42,"A","Not a Flood Stage"
"1955-12-03",62,"A","Not a Flood Stage"
"1955-12-04",99,"A","Not a Flood Stage"
"1955-12-05",106,"A","Not a Flood Stage"
"1955-12-06",91,"A","Not a Flood Stage"
"1955-12-07",76,"A","Not a Flood Stage"
"1955-12-08",67,"A","Not a Flood Stage"
"1955-12-09",60,"A","Not a Flood Stage"
"1955-12-10",51,"A","Not a Flood Stage"
"1955-12-11",41,"A","Not a Flood Stage"
"1955-12-12",38,"A","Not a Flood Stage"
"1955-12-13",34,"A","Not a Flood Stage"
"1955-12-14",30,"A","Not a Flood Stage"
"1955-12-15",26,"A","Not a Flood Stage"
"1955-12-16",22,"A","Not a Flood Stage"
"1955-12-17",24,"A","Not a Flood Stage"
"1955-12-18",25,"A","Not a Flood Stage"
"1955-12-19",21,"A","Not a Flood Stage"
"1955-12-20",14,"A","Not a Flood Stage"
"1955-12-21",14,"A","Not a Flood Stage"
"1955-12-22",14,"A","Not a Flood Stage"
"1955-12-23",19,"A","Not a Flood Stage"
"1955-12-24",22,"A","Not a Flood Stage"
"1955-12-25",36,"A","Not a Flood Stage"
"1955-12-26",38,"A","Not a Flood Stage"
"1955-12-27",29,"A","Not a Flood Stage"
"1955-12-28",19,"A","Not a Flood Stage"
"1955-12-29",28,"A","Not a Flood Stage"
"1955-12-30",32,"A","Not a Flood Stage"
"1955-12-31",24,"A","Not a Flood Stage"
"1956-01-01",21,"A","Not a Flood Stage"
"1956-01-02",24,"A","Not a Flood Stage"
"1956-01-03",27,"A","Not a Flood Stage"
"1956-01-04",24,"A","Not a Flood Stage"
"1956-01-05",22,"A","Not a Flood Stage"
"1956-01-06",18,"A","Not a Flood Stage"
"1956-01-07",19,"A","Not a Flood Stage"
"1956-01-08",14,"A","Not a Flood Stage"
"1956-01-09",14,"A","Not a Flood Stage"
"1956-01-10",16,"A","Not a Flood Stage"
"1956-01-11",19,"A","Not a Flood Stage"
"1956-01-12",23,"A","Not a Flood Stage"
"1956-01-13",23,"A","Not a Flood Stage"
"1956-01-14",19,"A","Not a Flood Stage"
"1956-01-15",14,"A","Not a Flood Stage"
"1956-01-16",19,"A","Not a Flood Stage"
"1956-01-17",19,"A","Not a Flood Stage"
"1956-01-18",18,"A","Not a Flood Stage"
"1956-01-19",19,"A","Not a Flood Stage"
"1956-01-20",28,"A","Not a Flood Stage"
"1956-01-21",27,"A","Not a Flood Stage"
"1956-01-22",27,"A","Not a Flood Stage"
"1956-01-23",24,"A","Not a Flood Stage"
"1956-01-24",18,"A","Not a Flood Stage"
"1956-01-25",19,"A","Not a Flood Stage"
"1956-01-26",20,"A","Not a Flood Stage"
"1956-01-27",20,"A","Not a Flood Stage"
"1956-01-28",16,"A","Not a Flood Stage"
"1956-01-29",280,"A","Not a Flood Stage"
"1956-01-30",1060,"A","Not a Flood Stage"
"1956-01-31",930,"A","Not a Flood Stage"
"1956-02-01",440,"A","Not a Flood Stage"
"1956-02-02",700,"A","Not a Flood Stage"
"1956-02-03",600,"A","Not a Flood Stage"
"1956-02-04",450,"A","Not a Flood Stage"
"1956-02-05",350,"A","Not a Flood Stage"
"1956-02-06",450,"A","Not a Flood Stage"
"1956-02-07",750,"A","Not a Flood Stage"
"1956-02-08",450,"A","Not a Flood Stage"
"1956-02-09",298,"A","Not a Flood Stage"
"1956-02-10",204,"A","Not a Flood Stage"
"1956-02-11",200,"A","Not a Flood Stage"
"1956-02-12",250,"A","Not a Flood Stage"
"1956-02-13",200,"A","Not a Flood Stage"
"1956-02-14",150,"A","Not a Flood Stage"
"1956-02-15",200,"A","Not a Flood Stage"
"1956-02-16",250,"A","Not a Flood Stage"
"1956-02-17",350,"A","Not a Flood Stage"
"1956-02-18",800,"A","Not a Flood Stage"
"1956-02-19",550,"A","Not a Flood Stage"
"1956-02-20",350,"A","Not a Flood Stage"
"1956-02-21",250,"A","Not a Flood Stage"
"1956-02-22",170,"A","Not a Flood Stage"
"1956-02-23",140,"A","Not a Flood Stage"
"1956-02-24",130,"A","Not a Flood Stage"
"1956-02-25",250,"A","Not a Flood Stage"
"1956-02-26",200,"A","Not a Flood Stage"
"1956-02-27",250,"A","Not a Flood Stage"
"1956-02-28",200,"A","Not a Flood Stage"
"1956-02-29",180,"A","Not a Flood Stage"
"1956-03-01",170,"A","Not a Flood Stage"
"1956-03-02",160,"A","Not a Flood Stage"
"1956-03-03",150,"A","Not a Flood Stage"
"1956-03-04",150,"A","Not a Flood Stage"
"1956-03-05",140,"A","Not a Flood Stage"
"1956-03-06",130,"A","Not a Flood Stage"
"1956-03-07",150,"A","Not a Flood Stage"
"1956-03-08",500,"A","Not a Flood Stage"
"1956-03-09",350,"A","Not a Flood Stage"
"1956-03-10",220,"A","Not a Flood Stage"
"1956-03-11",190,"A","Not a Flood Stage"
"1956-03-12",170,"A","Not a Flood Stage"
"1956-03-13",150,"A","Not a Flood Stage"
"1956-03-14",400,"A","Not a Flood Stage"
"1956-03-15",450,"A","Not a Flood Stage"
"1956-03-16",400,"A","Not a Flood Stage"
"1956-03-17",326,"A","Not a Flood Stage"
"1956-03-18",267,"A","Not a Flood Stage"
"1956-03-19",216,"A","Not a Flood Stage"
"1956-03-20",168,"A","Not a Flood Stage"
"1956-03-21",147,"A","Not a Flood Stage"
"1956-03-22",141,"A","Not a Flood Stage"
"1956-03-23",138,"A","Not a Flood Stage"
